id,data
594,"(_594:落汤鸡 {description: '""\u6bd4\u55bb\u88ab\u96e8\u6c34\u6dcb\u6e7f\u7684\u4eba\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5aaaccf36b9dcd0ae9b912c76eb6dfb7'})"
595,"(_595:躲雨 {description: '""\u56e0\u4e0b\u96e8\u800c\u9009\u62e9\u8eb2\u907f\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-5aaaccf36b9dcd0ae9b912c76eb6dfb7'})"
596,"(_596:不愿意 {description: '""\u8868\u793a\u4e3b\u89c2\u4e0a\u4e0d\u613f\u610f\u7684\u72b6\u6001\u3002""<SEP>""\u8868\u8fbe\u4e0d\u613f\u610f\u7684\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-97237794bce4bb39a7afe0fc8a41de44<SEP>chunk-5aaaccf36b9dcd0ae9b912c76eb6dfb7'})"
597,"(_597:安全 {description: '""\u5f71\u54cd\u65c5\u6e38\u51b3\u7b56\u7684\u91cd\u8981\u56e0\u7d20\u3002""<SEP>""\u8868\u793a\u6ca1\u6709\u5371\u9669\uff0c\u5904\u4e8e\u5b89\u5168\u72b6\u6001\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-a9ca85ff93948f3601e850c894dd5185<SEP>chunk-6cff08fb556ae572b2b4ebde6c062391'})"
598,"(_598:学校 {description: '""\u4e13\u5bb6\u63d0\u51fa\u9700\u8981\u4e3a\u4e0a\u5b66\u95ee\u9898\u8d1f\u8d23\u7684\u673a\u6784\u3002""<SEP>""\u5b66\u6821\u662f\u8865\u8bfe\u7684\u6267\u884c\u673a\u6784\u3002""<SEP>""\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u7684\u673a\u6784\u3002""<SEP>""\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u7684\u673a\u6784\uff0c\u6587\u4e2d\u63d0\u5230\u6709\u7c7b\u4f3c\u60c5\u51b5\u7684\u4eba\u3002""<SEP>""\u8d1f\u8d23\u5b89\u6392\u8282\u5047\u65e5\u8865\u8bfe\u7684\u5b66\u6821\u3002""<SEP>\u8be5\u5b66\u6821\u662f\u4e00\u6240\u5168\u9762\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u7684\u673a\u6784\uff0c\u4e0d\u4ec5\u4e3a\u5b66\u751f\u63d0\u4f9b\u5b66\u4e60\u77e5\u8bc6\u3001\u6280\u80fd\u7684\u573a\u6240\uff0c\u8fd8\u662f\u4ed6\u4eec\u53c2\u4e0e\u5404\u7c7b\u6d3b\u52a8\u7684\u7ec4\u7ec7\u8005\u3002\u5b66\u6821\u5b9e\u884c\u4e94\u5929\u4f11\u606f\u5236\u5ea6\uff0c\u5e76\u8d1f\u8d23\u5b89\u6392\u5305\u62ec\u6e05\u660e\u8282\u5728\u5185\u7684\u5047\u671f\u548c\u8865\u8bfe\u8ba1\u5212\u3002\u4f5c\u4e3a\u6559\u80b2\u673a\u6784\uff0c\u8be5\u5b66\u6821\u63d0\u4f9b\u4e0a\u8bfe\u573a\u6240\uff0c\u5f3a\u5236\u5b9e\u65bd\u4e0a\u8bfe\u548c\u8c03\u4f11\u5b89\u6392\uff0c\u7ec4\u7ec7\u9ad8\u8003\u5907\u8003\uff0c\u5e03\u7f6e\u4f5c\u4e1a\u5e76\u8981\u6c42\u5b66\u751f\u5b8c\u6210\uff0c\u5e76\u5b9e\u65bd\u8bc4\u5956\u8bc4\u4f18\u6d3b\u52a8\u3002\u6b64\u5916\uff0c\u5b66\u6821\u5728\u7279\u6b8a\u65f6\u671f\u5982\u56fd\u5e86\u671f\u95f4\u4f1a\u8c03\u6574\u653e\u5047\u5929\u6570\uff0c\u5e76\u53ef\u80fd\u5f3a\u5236\u5b66\u751f\u89c2\u770b\u7279\u5b9a\u5185\u5bb9\u3001\u53c2\u4e0e\u6d3b\u52a8\u6216\u5b8c\u6210\u70b9\u540d\u6279\u8bc4\u3002\u5b66\u6821\u6bcf\u5468\u65e5\u4e0a\u5348\u63d0\u4f9b\u534a\u5929\u5047\u671f\uff0c\u4f46\u7279\u6b8a\u65f6\u671f\u53ef\u80fd\u8fde\u7eed\u4e0a\u8bfe\u3002\u5b66\u6821\u65e2\u8d1f\u8d23\u5b89\u6392\u6559\u5b66\u8ba1\u5212\uff0c\u4e5f\u7ec4\u7ec7\u5b66\u751f\u8865\u8bfe\uff0c\u5236\u5b9a\u653e\u5047\u5b89\u6392\u3002\u5b83\u63d0\u4f9b\u521d\u4e2d\u6559\u80b2\uff0c\u540c\u65f6\u4e5f\u662f\u571f\u6728\u5b9e\u4e60\u751f\u53ef\u80fd\u5c31\u8bfb\u7684\u5b66\u6821\u3002\u5b66\u6821\u8fd8\u662f\u5317\u4eac\u94c1\u8def\u7535\u6c14\u5316\u6559\u80b2\u7684\u673a\u6784\uff0c\u8d1f\u8d23\u5b89\u6392\u661f\u671f\u65e5\u8865\u8bfe\uff0c\u5b9e\u65bd\u4e24\u5468\u653e\u4e00\u5929\u534a\u4e00\u8c03\u4f11\u7684\u6559\u80b2\u5236\u5ea6\uff0c\u5e76\u5b89\u6392\u4e94\u4e00\u5047\u671f\u8865\u8bfe\u3002\u5b66\u6821\u662f\u5b66\u751f\u5c31\u8bfb\u7684\u6559\u80b2\u673a\u6784\uff0c\u4e5f\u662f\u8bf4\u8bdd\u8005\u5c31\u8bfb\u7684\u521d\u4e2d\u5b66\u6821\u3002<SEP>""\u5b66\u751f\u4e0a\u8bfe\u7684\u573a\u6240\u3002""<SEP>""\u5b66\u751f\u4e0a\u8bfe\u7684\u673a\u6784\u3002""<SEP>""\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u7684\u673a\u6784\u3002""<SEP>""\u8c03\u4f113\u5929\u7684\u5b66\u6821\u3002""<SEP>""\u8fdb\u884c\u516c\u52a1\u5458\u8003\u8bd5\u7684\u7ec4\u7ec7\u3002""<SEP>""\u53d9\u8ff0\u8005\u8868\u59b9\u6240\u5728\u7684\u5b66\u4e60\u673a\u6784\u3002""<SEP>""\u6211\u8868\u59b9\u5c31\u8bfb\u7684\u5b66\u6821\u3002""<SEP>""\u63d0\u4f9b\u4e94\u4e00\u548c\u6708\u5047\u653e\u5047\u7684\u673a\u6784\u3002""<SEP>""\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u7684\u673a\u6784\u3002""<SEP>""\u6211\u4ee5\u524d\u4e0a\u5b66\u7684\u7ec4\u7ec7\u673a\u6784\u3002""<SEP>""\u53d9\u8ff0\u8005\u5c0f\u5b66\u548c\u5927\u5b66\u6240\u5728\u7684\u6559\u80b2\u673a\u6784\u3002""<SEP>""\u63d0\u4f9b\u6559\u80b2\u548c\u5b66\u4e60\u73af\u5883\u7684\u7ec4\u7ec7\u3002""<SEP>""\u9ad8\u4e2d\u6240\u5c5e\u7684\u673a\u6784\uff0c\u63d0\u4f9b\u9ad8\u4e2d\u6559\u80b2\u670d\u52a1\u3002""<SEP>""\u5b66\u6821\u662f\u6559\u80b2\u673a\u6784\u7684\u4e00\u79cd\uff0c\u63d0\u4f9b\u6559\u80b2\u670d\u52a1\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-ea8dad2ce8b3644e6968b34ca7728106<SEP>chunk-c9e18111a292e2a3a2fd11bc5a813b00<SEP>chunk-6eda8307ece5cd9e00125bd5205aa06d<SEP>chunk-10baa535b8125eaaabecae1b276452e2<SEP>chunk-7a7f0f168afe98429673d76fd5749017<SEP>chunk-d93cfe21f11552524f519de2afd7bd8e<SEP>chunk-a35de9418809dcfbce4b4fbb2b4fea8a<SEP>chunk-b1a24f64cc028f48dfd1863ef785d273<SEP>chunk-aa2fa60cece2ef623d27ac3247bbd162<SEP>chunk-607a8929be7d0891dfd62d91b6309e53<SEP>chunk-c59fa0f262063ac354f41844a0b0da9b<SEP>chunk-1d47e52bbe8c98fa8a1a98536d491db8<SEP>chunk-25a2defdba3d900b5f526cd259d60c1e<SEP>chunk-e01e68330215085286d776dab14c99e5<SEP>chunk-07e2712e88ef08a558737a93ab5aa1d8<SEP>chunk-b685d90127a641e81d0a3a2420ca82c4<SEP>chunk-291b24c8c1d8efdd0a9d3b282f8d7caf<SEP>chunk-17593303c473adb9ad1194bd3f623794<SEP>chunk-b2850c0956280ba826e4168f9d63fa30<SEP>chunk-3c4fc3eabf226b54d637e40415721e09<SEP>chunk-aed05db75542006f5222ae7a0b1c0174<SEP>chunk-99669f8de8a9fab11ca0d1dfafc82ffb<SEP>chunk-a7ce4550d6ecc1ceabf8cdb42f68055a<SEP>chunk-da4857df1e7ce38004337c1a6ba41fa5<SEP>chunk-953c4b2c4fad6be29324f68076c9dd81<SEP>chunk-b68f574e1828b80d7147414b16ef9510<SEP>chunk-b0128b5dd2d6ae06b7310e00b8d4df15<SEP>chunk-2a807a8cdc35fe87b3703f53afc4aad5<SEP>chunk-d90a09c698e5bf9b5540bc10c76e2ef9<SEP>chunk-437f4a8520e255a94f79530c09c54b0a<SEP>chunk-97c99d03729e98fa2fc690df16ec02f4<SEP>chunk-895eb8104107dd207044bea3314333b0<SEP>chunk-eeb8968398765c0569a8e75f818de510<SEP>chunk-cd9e7bf028b31c925425790238449a91<SEP>chunk-ee01c53f4aa4ed77d4abd4b910f5e05f<SEP>chunk-02e84f5a57a09cddf99b94883c01665e<SEP>chunk-b342e781fcdb8a04348807f460fefd6b<SEP>chunk-254fa4309ea41ec064a4b5f12bfa8501<SEP>chunk-e4a058e5809a3f569876e05d1d1e4aa2<SEP>chunk-f0ed54cea78f215784112ba67a40606f<SEP>chunk-1d92b3c7cf391e74012b687014047a76<SEP>chunk-a154a1e9881c16cbbafa06109731084a<SEP>chunk-cff815fb148c9781316fbdb6152cc787<SEP>chunk-77baa4299f1fee63ee5d88a2ceb63588<SEP>chunk-0517de0b8216bc1c79f92737a19dc16c<SEP>chunk-c51bb75230c3a934420479de7e370ab8<SEP>chunk-619779580b6e1ae0ac4fe55c65b0fdd9<SEP>chunk-0817706f387ebb9e099cadf2bc1bae26<SEP>chunk-682a46361d1a5054f0b7c2531568f0cf<SEP>chunk-69982886292b73e144309a1e5b541d57<SEP>chunk-31e84384ac16f8b539a4bcf2d00f1287<SEP>chunk-4659480f4a21e46b73eba81849afa107<SEP>chunk-a1e205f8a1d6b503bbc1dd6dbdb31c39<SEP>chunk-6cff08fb556ae572b2b4ebde6c062391<SEP>chunk-699a8d66d9f2e8dcdc2358a0524f3925<SEP>chunk-d057c4e4624a87ac7910b4d0b61a8109<SEP>chunk-61610d761cabe10c2bc84f82f79c7e9a<SEP>chunk-00d0ed666c49aba1815791dafcbc1077<SEP>chunk-aa5c17dc706737e14e64ff54481f0787<SEP>chunk-334ffaad3d00f97f37c44611b272146a<SEP>chunk-e1dd2e2fdcf5895b71094b654171fa93<SEP>chunk-daa41be6b20f04eeeb97923beb986079<SEP>chunk-2a3b7ca2ee73b864dffabb1fd14afd8f<SEP>chunk-87e233c05f4fc1f560bb110f64306bbb<SEP>chunk-bbdd55bb2dadf401a3b1909f37ea1c40<SEP>chunk-223a86fa910b11db42dd13cd0eaa50aa<SEP>chunk-bf36d72195bc30dfab4dbc89243142cb<SEP>chunk-1ba655a61f963b8c539906b95733ecf5<SEP>chunk-e08f1d37e05ebe8860ede10eb9ccb917<SEP>chunk-c5bb479b47ebb0595f95e39c5b5c1dfe<SEP>chunk-c62311de31c4180e1364693e6f5c2ee0<SEP>chunk-206e122bb780e139f2180be77f432f4d<SEP>chunk-aeca6bc42021f1a4734b43f22a3ceada<SEP>chunk-b13f0d5b6a84bf95c7f7083b94899912<SEP>chunk-98bd5f7001071a288b02054aa3d61924<SEP>chunk-8c81775d7e4dda3d39f6c306315a58ed<SEP>chunk-5c620b582441790e14e4f8cf7410c640<SEP>chunk-70b513870f505e66fc23b3a42dd98a1e<SEP>chunk-53487e3c7b59b6a5ad67b50b8d5d38b9<SEP>chunk-36b192b0fc307e5f9ff07f4375ce5f24<SEP>chunk-7acbc0f5f9f2e77ee70742b00f9221b1<SEP>chunk-777dabf0b607ce08c7b3d37582e1e411<SEP>chunk-ea0c64776ffc6e623842fec102c98b40<SEP>chunk-9399ad78f473f594fdce40fc5f8166a8<SEP>chunk-621a2a4bcec42de3fc14783ec3ba4141<SEP>chunk-50eabe7abce07d2cd98e007285455c2e<SEP>chunk-f79c7d839480a261807e9bf5f9bf81c7<SEP>chunk-11676e95b583f74b1bb7d2f88c80e3ef<SEP>chunk-46add364ee8ef03596f043ccee429ff5<SEP>chunk-a29ce36c3fa0f8a919514330c387606b<SEP>chunk-af10576e0b061b3ee617fa962a907108<SEP>chunk-a2fbfe5d36e18d443ede514cc187b134<SEP>chunk-7d750a819351c83dfa2d40ca2f863b1f<SEP>chunk-f38347b145af52793be4f01938fe2d51<SEP>chunk-450c1c4d7ca5c96857f524503bed2dd1<SEP>chunk-14e773aab7973050719cb1e1b073739d<SEP>chunk-fe9c117f70c97bc80447702e3e6ca46d<SEP>chunk-792e8d4ed4f9125687aba8ea9ac641ee<SEP>chunk-e6eb7e82aba396b51501b1be5101391a'})"
599,"(_599:皆好 {description: '""\u8868\u793a\u5bf9\u6240\u6709\u4eba\u5e73\u5b89\u7684\u795d\u798f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391'})"
600,"(_600:担忧 {description: '""\u8868\u793a\u5bf9\u67d0\u4e8b\u611f\u5230\u5fe7\u8651\u7684\u5fc3\u7406\u72b6\u6001\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391'})"
601,"(_601:福建 {description: '""\u5b69\u5b50\u4e0a\u8bfe\u7684\u7701\u4efd\u3002""<SEP>""\u6307\u4ee3\u798f\u5efa\u7701\u76f8\u5173\u673a\u6784\u6216\u7ec4\u7ec7\u3002""<SEP>""\u798f\u5efa\u7701\uff0c\u4f4d\u4e8e\u4e2d\u56fd\u4e1c\u5357\u90e8\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-acd7f0a34ac3ac76b84f2a02a3393a72<SEP>chunk-6cff08fb556ae572b2b4ebde6c062391'})"
602,"(_602:孩子 {description: '""\u4e0d\u613f\u610f\u653e\u5047\u7684\u7fa4\u4f53\u3002""<SEP>""\u53c2\u52a0\u640f\u51fb\u73ed\u7684\u5b69\u5b50\u3002""<SEP>""\u56db\u5c81\u591a\u7684\u5b69\u5b50\uff0c\u4e0d\u9002\u5408\u957f\u9014\u65c5\u6e38\u3002""<SEP>""\u5728\u798f\u5efa\u4e0a\u8bfe\u7684\u5b66\u751f\u3002""<SEP>""\u9700\u8981\u5b8c\u6210\u4f5c\u4e1a\u548c\u5907\u8003\u7684\u5b66\u751f\u3002""<SEP>""\u4e0e\u2018\u6211\u2019\u4e00\u8d77\u51fa\u56fd\u73a9\u7684\u5b69\u5b50\u3002""<SEP>""\u8ba1\u5212\u51fa\u56fd\u6e38\u5b66\u7684\u5b69\u5b50\u3002""<SEP>""\u4e0e\u7236\u6bcd\u4e00\u8d77\u5728\u5bb6\u4e2d\u7684\u5bb6\u5ead\u6210\u5458\u3002""<SEP>""\u6307\u4ee3\u8bc4\u8bba\u8005\u7684\u5b50\u5973\u3002""<SEP>""\u53ef\u80fd\u6307\u7684\u662f\u5b69\u5b50\u7684\u7236\u6bcd\u6216\u76d1\u62a4\u4eba\uff0c\u5e0c\u671b\u5b69\u5b50\u591a\u5403\u70b9\u4e1c\u897f\u3002""<SEP>""\u5b69\u5b50\u7684\u5177\u4f53\u4fe1\u606f\uff0c\u5982\u5e74\u9f84\u3001\u6027\u522b\u7b49\u672a\u63d0\u53ca\u3002""<SEP>""\u9700\u8981\u8865\u8bfe\u6216\u51cf\u5c11\u5b66\u4e60\u8d1f\u62c5\u7684\u5b69\u5b50\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391<SEP>chunk-291b24c8c1d8efdd0a9d3b282f8d7caf<SEP>chunk-084644acc2624e7698bc6299cd4522de<SEP>chunk-129d16320dd4754a1a61349236678162<SEP>chunk-e08f1d37e05ebe8860ede10eb9ccb917<SEP>chunk-810b90bf85cc13d51bad7d5064f11157<SEP>chunk-d3d1687ad76481423243ff4fb24c04a0<SEP>chunk-20e66e7d639e6c0a38e595a0c80f5778<SEP>chunk-7b1ce8bd961707a30b524c161c9536e6<SEP>chunk-9e5c045f6c6b5f381c905430fe912f12'})"
603,"(_603:老母亲 {description: '""\u770b\u5230\u5b69\u5b50\u5728\u5357\u65b9\u7684\u96e8\u4e2d\uff0c\u5341\u5206\u62c5\u5fc3\u7684\u6bcd\u4eb2\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391'})"
604,"(_604:南方 {description: '""\u4f4d\u4e8e\u4e2d\u56fd\u5357\u90e8\u5730\u533a\uff0c\u5929\u6c14\u708e\u70ed\uff0c\u4e0b\u96e8\u7684\u5730\u7406\u4f4d\u7f6e\u3002""<SEP>""\u53d1\u751f\u51b0\u96f9\u7684\u5730\u7406\u4f4d\u7f6e\u3002""<SEP>""\u5927\u96e8\u53d1\u751f\u7684\u5730\u7406\u4f4d\u7f6e\u3002""<SEP>""\u53ef\u80fd\u53d1\u751f\u4e0b\u51b0\u96f9\u7684\u5730\u7406\u533a\u57df\u3002""<SEP>""\u6307\u4ee3\u5730\u7406\u4f4d\u7f6e\uff0c\u53ef\u80fd\u6d89\u53ca\u5357\u65b9\u7684\u6c14\u5019\u3001\u6587\u5316\u7b49\u56e0\u7d20\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391<SEP>chunk-4543fc1db724a77a40dda05a4e9329d6<SEP>chunk-cd64068b87a8290a58af46b9115fe043<SEP>chunk-26d9465d3bddbf2cee4ee4c06898f570<SEP>chunk-7e68a8e3a63095365dddc0a8e7f3f174'})"
605,"(_605:平安 {description: '""\u8868\u793a\u5bf9\u5b69\u5b50\u7684\u5b89\u5168\u795d\u798f\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391'})"
606,"(_606:母亲 {description: '""\u5bf9\u5b69\u5b50\u7684\u5b89\u5168\u611f\u5230\u62c5\u5fe7\u7684\u6210\u5e74\u4eba\u3002""<SEP>""\u6bd4\u55bb\u6027\u7684\u8868\u8fbe\uff0c\u5c06\u56fd\u5bb6\u6bd4\u4f5c\u6bcd\u4eb2\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-6cff08fb556ae572b2b4ebde6c062391<SEP>chunk-39b5682ed218a9decdd384eb2ae30d34'})"
607,"(_607:聪明的高中生 {description: '""\u5df2\u7ecf\u8bf7\u5047\u7684\u806a\u660e\u9ad8\u4e2d\u751f\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-1f43bc907e8503f1b9ffd9c2633a64ca'})"
608,"(_608:请假 {description: '""\u5458\u5de5\u4e3a\u4e86\u4f11\u606f\u6216\u51fa\u6e38\u800c\u5411\u96c7\u4e3b\u63d0\u51fa\u8bf7\u5047\u7684\u884c\u4e3a\u3002""<SEP>""\u5458\u5de5\u5411\u8001\u677f\u7533\u8bf7\u4f11\u5047\u7684\u884c\u4e3a\u3002""<SEP>""\u5458\u5de5\u56e0\u4e8b\u9700\u8981\u8bf7\u5047\u7684\u884c\u52a8\u3002""<SEP>""\u8bf7\u5047\u8fd9\u4e00\u7c7b\u522b\u7684\u4e8b\u4ef6\u3002""<SEP>""\u9ad8\u4e2d\u751f\u8bf7\u5047\u7684\u4e8b\u4ef6\u3002""<SEP>""\u8bf7\u6c42\u4f11\u606f\u65e5\u7684\u884c\u4e3a\u3002""<SEP>""\u6587\u672c\u4e2d\u63d0\u5230\u7684\u884c\u4e3a\uff0c\u6307\u8bf7\u6c42\u6682\u65f6\u79bb\u5f00\u5de5\u4f5c\u3002""<SEP>""\u8bf7\u6c42\u5728\u5de5\u4f5c\u65e5\u6216\u5047\u671f\u4e2d\u6682\u65f6\u79bb\u5f00\u5de5\u4f5c\u573a\u6240\u3002""<SEP>""\u5b66\u751f\u8bf7\u6c42\u6682\u65f6\u79bb\u5f00\u5b66\u6821\u7684\u884c\u4e3a\u3002""<SEP>""\u666e\u901a\u5de5\u4eba\u4e3a\u4e86\u4f11\u606f\u800c\u9700\u8981\u529e\u7406\u7684\u624b\u7eed\u3002""<SEP>""\u670d\u52a1\u5458\u5728\u7279\u5b9a\u60c5\u51b5\u4e0b\uff08\u5982\u751f\u75c5\uff09\u4e0e\u5de5\u4f5c\u5b89\u6392\u76f8\u51b2\u7a81\u7684\u884c\u4e3a\u3002""<SEP>""\u5bb6\u957f\u4e3a\u6211\u8bf7\u5047\u7684\u52a8\u4f5c\u3002""<SEP>""\u5feb\u9012\u5458\u8bf7\u5047\u65f6\u9700\u8981\u8003\u8651\u5feb\u9012\u4ef6\u7684\u914d\u9001\u95ee\u9898\u3002""<SEP>""\u6307\u5458\u5de5\u56e0\u6545\u6682\u65f6\u79bb\u5f00\u5de5\u4f5c\u5c97\u4f4d\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-83b2e83295c8787a869cea2987ae0ca6<SEP>chunk-ddc951ae0fabfc0d68e41e094e9f06dd<SEP>chunk-65e0f349170264d32c6904b817a9986e<SEP>chunk-8ec77e7e67d1919471153e37252858bc<SEP>chunk-50eabe7abce07d2cd98e007285455c2e<SEP>chunk-376a1ad1c7c776b8b83dbc86effed308<SEP>chunk-c08ea6db05e712b43a9c7972c5e72dbf<SEP>chunk-2fcddd929c9e0a92918df341b119749f<SEP>chunk-691ea4d0602b9aadcdff8f3e7e024069<SEP>chunk-cfedcf07757bb7921a9e1909ab325993<SEP>chunk-1f43bc907e8503f1b9ffd9c2633a64ca<SEP>chunk-bbdd55bb2dadf401a3b1909f37ea1c40'})"
609,"(_609:高中生 {description: '""\u4e0a\u9ad8\u4e2d\u7684\u5b66\u751f\uff0c\u53ef\u80fd\u53d7\u8c03\u4f11\u5f71\u54cd\u3002""<SEP>""\u6b63\u5728\u4e0a\u9ad8\u4e2d\u7684\u4eba\u3002""<SEP>""\u5728\u6e05\u660e\u8282\u5047\u671f\u4e4b\u524d\u8fde\u7eed\u4e0a\u4e86\u4e00\u4e2a\u6708\u7684\u8bfe\u7684\u9ad8\u4e2d\u751f\u3002""<SEP>""\u653e\u4e09\u5929\u5047\u7684\u9ad8\u4e2d\u751f\u3002""<SEP>""\u5410\u69fd\u8c03\u4f11\u7684\u9ad8\u4e2d\u751f\u3002""<SEP>""\u5b9e\u884c\u5355\u4f11\u5236\u5ea6\u7684\u5b66\u751f\u3002""<SEP>""\u73b0\u5728\u7684\u5b66\u751f\u7fa4\u4f53\uff0c\u7279\u522b\u662f\u9762\u4e34\u5b66\u4e1a\u538b\u529b\u7684\u9ad8\u4e2d\u751f\u3002""<SEP>""\u521d\u4e2d\u4e8c\u5e74\u7ea7\u548c\u4e09\u5e74\u7ea7\u7684\u5b66\u751f\u3002""<SEP>""\u5c31\u8bfb\u4e8e\u9ad8\u4e2d\u7684\u5b66\u751f\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-29a0c53117e62847563baeda4ccf22fe<SEP>chunk-ea8dad2ce8b3644e6968b34ca7728106<SEP>chunk-f38347b145af52793be4f01938fe2d51<SEP>chunk-16e074e081d2f65e7653c229e7bacc18<SEP>chunk-e807de20f186097e7cca3aeccb1e3075<SEP>chunk-2c1e7df2a0ce7697d518bfa78e2edad0<SEP>chunk-3ee6e420b1535021044948086c5a0266<SEP>chunk-69982886292b73e144309a1e5b541d57<SEP>chunk-1f43bc907e8503f1b9ffd9c2633a64ca'})"
610,"(_610:聪明 {description: '""\u5f62\u5bb9\u9ad8\u4e2d\u751f\u7684\u5f62\u5bb9\u8bcd\uff0c\u8868\u793a\u806a\u660e\u3002""<SEP>""\u63cf\u8ff0\u8d4f\u96e8\u884c\u4e3a\u7684\u6001\u5ea6\u3002""', entity_type: '""\u7279\u8d28""', source_id: 'chunk-1f43bc907e8503f1b9ffd9c2633a64ca<SEP>chunk-2a88cb5da09aed5264c371e26748e82c'})"
611,"(_611:电影 {description: '""\u547c\u5401\u89c2\u770b\u7684\u5185\u5bb9\u7c7b\u578b\u3002""<SEP>""\u7535\u5f71\u9662\u63d0\u4f9b\u7684\u5a31\u4e50\u5185\u5bb9\u3002""<SEP>""\u6307\u901a\u8fc7\u7535\u5f71\u9662\u653e\u6620\u7684\u6545\u4e8b\u6216\u8868\u6f14\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-3ad414304f1e91913ebb5a2df4d57d0b<SEP>chunk-f3fba8aecaceb0c2bf84bed06b6b9a7f<SEP>chunk-c5af835248e2a72d9f497233a3a89239'})"
612,"(_612:同胞们 {description: '""\u547c\u5401\u5f85\u5728\u5bb6\u91cc\u7684\u7fa4\u4f53\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-c5af835248e2a72d9f497233a3a89239'})"
613,"(_613:看电影 {description: '""\u547c\u5401\u5728\u5bb6\u4e2d\u7684\u6d3b\u52a8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-c5af835248e2a72d9f497233a3a89239'})"
614,"(_614:呼吁者 {description: '""\u53d1\u51fa\u547c\u5401\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-c5af835248e2a72d9f497233a3a89239'})"
615,"(_615:睡 {description: '""\u547c\u5401\u5728\u5bb6\u4e2d\u7684\u6d3b\u52a8\u3002""<SEP>""\u63cf\u8ff0\u7684\u5b9e\u4f53\u662f\u65e5\u5e38\u884c\u4e3a\u4e4b\u4e00\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-4f4c1cbd67956488bde2351f20460c82<SEP>chunk-c5af835248e2a72d9f497233a3a89239'})"
616,"(_616:祝 {description: '""\u8868\u8fbe\u795d\u613f\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-2b6f2c2bff9675ec1ea51afffb427f72'})"
617,"(_617:大太阳 {description: '""\u63cf\u8ff0\u4e91\u5357\u5730\u533a\u5e38\u89c1\u7684\u5929\u6c14\u73b0\u8c61\u3002""<SEP>""\u63cf\u8ff0\u6d77\u5357\u5929\u6c14\u7684\u73b0\u8c61\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-611f41f46a27a04694bb5a2e2581608a<SEP>chunk-9c1c702e74062f18a22ca1b1167f9799'})"
618,"(_618:这边 {description: '""\u6307\u4ee3\u8bf4\u8bdd\u8005\u6240\u5728\u7684\u5730\u533a\uff0c\u5373\u4e91\u5357\u3002""<SEP>""\u8bc4\u8bba\u8005\u6240\u6307\u7684\u5730\u70b9\u3002""', entity_type: '""\u5730\u70b9""', source_id: 'chunk-6a778b696ac4fb3522857134f83f5f60<SEP>chunk-611f41f46a27a04694bb5a2e2581608a'})"
